gene,mean_abs_grad
DBIL5P,0.7307377515446045
AMT,0.729557599472132
TGIF2-C20orf24,0.7279971827873034
PI3,0.7278921250171932
PRSS3,0.7276811344921681
SLC9A5,0.7273038646926676
NUPR1,0.7259168312129982
PRR19,0.7254916018409816
C11orf85,0.7249025119362684
SFTPC,0.7240241208394842
LOC100996643,0.7226173552700594
LOC101929595,0.7218588200647724
CDKL4,0.720065332022169
LOC100131289,0.7192533707176787
PHLDA2,0.7183203115162333
SNORA27,0.7181827203921942
YJEFN3,0.7181589245892275
XCL1,0.7170709278082332
SMG1P1,0.7170276420734678
LOC100132831,0.7169532683650778
BCO2,0.7162756649975324
LINC00336,0.7149961127593996
C7orf61,0.7142063552584964
PGAM4,0.7139638293351844
LOC101927560,0.7128191751597516
PVALB,0.7114070140083535
RRAD,0.7112859880020419
CYP21A2,0.7107955065199819
LOC102723467,0.7107726547546747
FGFR4,0.7104831709982066
LOC101927595,0.7073127794351471
C6orf147,0.7068229156450628
LOC91450,0.7062295279095824
DCST2,0.7060083256024405
CACNA1F,0.7049776445828296
MIA,0.7045091843399598
URGCP-MRPS24,0.7038716391956626
SLC6A9,0.6959433649900376
MIRLET7DHG,0.6944528993201354
FTH1P3,0.6940625780581039
TMEM191C,0.6940016819534931
LOC644762,0.6936602704501789
TNFRSF4,0.6921364820481647
NPFF,0.6914685924308446
RNU5D-1,0.6908708472710372
LOC100288152,0.6906006226395653
LOC101927241,0.6902139266524132
AARSD1,0.6900199392104828
SCARF2,0.6894821886844551
HES4,0.6894361323221302
OPRM1,0.6888342392613843
IL17A,0.6875961177902311
LOC101929416,0.6875355972196392
LINC00202-1,0.6868297588018969
VWA1,0.6863728734255797
CALML6,0.6846159242754513
FLJ40194,0.6841569091388233
LOC102723342,0.6832389734585194
FAXDC2,0.6831226629108573
DIRAS2,0.6823547128690729
LOC102724841,0.6820591789474048
SH2B2,0.68129863553375
TDRD1,0.68113882830904
TYROBP,0.6804554140964627
PC,0.6801323309234985
RNU5B-1,0.6789738009079591
FOXD4,0.6788562332199671
LOC101929463,0.6781741972266981
CXCL10,0.678053325406898
NACAP1,0.6772420981437139
CXCL8,0.6769971828024384
LOC101927815,0.6758014181632633
MMP23B,0.6739396349553558
LOC101928530,0.6727294250265042
LOC102725438,0.6725994893100581
WTH3DI,0.6722113271321524
SUCNR1,0.6719908139346649
GeneID:102723666,0.6711751237760126
LOC101928426,0.6702491599918853
GeneID:102723992,0.6700202270757538
FAHD2CP,0.6697725983356544
ACOT1,0.6689186959352091
LOC102725521,0.6681594929036822
C9orf135,0.6681387846146637
CTSK,0.6673548729581846
C16orf71,0.6672520050149097
LOC728673,0.6664387085309039
OVGP1,0.6657731492109525
CNIH2,0.6654336456474771
CRYAB,0.6649343235081375
LOC101928346,0.663417814033768
LOC102724936,0.6621748626464935
LCAT,0.6617852276563275
ANTXRL,0.6617655712409336
GZMH,0.6614351145473729
AGAP11,0.661125029391922
CDH26,0.6610724111165274
CAV1,0.6591726460006645
PPP1R2P9,0.658946119529228
GZMK,0.6584830217607983
HMHB1,0.6584222505188839
ID3,0.6583387277801913
LOC102723692,0.6583152157560801
KLRC4-KLRK1,0.6582945301693701
CSF1,0.6572465008023904
OTUD5,0.6572287466512582
LSP1P3,0.6565668296329176
LOC100506314,0.6564300633594186
INSM2,0.6563700129157973
LOC102725018,0.655920502478971
LOC102724389,0.6549012889629126
TSSK3,0.6532906613933139
TMEM86A,0.6523798017387729
PKN3,0.6520168490554992
ZDHHC23,0.651858979094443
HTR1F,0.6512417553539913
ATP8B5P,0.6512212627369032
ACTG2,0.6510618660456041
B3GALT6,0.6510127117641061
ANKRD24,0.6502253777346293
LOC102724571,0.6497434928600332
HBD,0.6494384774138365
RNU6-39P,0.64898420374892
FXYD1,0.6488822188308505
SNORD32A,0.6488265636487368
WASH1,0.6476450238976607
LOC101930608,0.6467714144745923
SIX3,0.6458759767819556
EPPK1,0.6453014466243907
FAM95C,0.6452358341152008
BRD7P3,0.6448182819071562
BRI3,0.6447240294899355
AGER,0.6434325585398698
UBE2E4P,0.6431593759867936
C4orf50,0.6411822281607426
RPS4Y2,0.641039671852661
BARX2,0.6409068642941967
VCAM1,0.64035316066684
CXCL17,0.6395119200059644
LOC101928745,0.639472796834045
LINC00866,0.6390454121616206
STX1B,0.6387801697409224
KRT86,0.6380357099668704
LOC101060091,0.6376591486685792
FAM35BP,0.6372675626987814
TPI1P2,0.6370146887795021
LYPLA2P2,0.636796710673124
MFSD7,0.6354719108424046
AK1,0.6352164124416763
DOC2GP,0.6351591751924429
LRRC26,0.6346689585706481
MT1DP,0.6337882385953895
THBS1,0.6330106835852745
BAMBI,0.6329049078546597
FBXL6,0.6324811446733967
LOC101930660,0.632142779063132
NRN1L,0.6319607084412753
ADORA2A-AS1,0.6316961981700244
TRAM1L1,0.6315188978707293
TCEAL2,0.630669714239687
LAIR2,0.6304199718200786
LOC283693,0.6304004501996411
GDPD3,0.6301705926374053
LOC101928891,0.62913385010144
NRARP,0.6287960009686924
LOC102724448,0.6286845345260944
NKG7,0.6284811445447503
RNU5F-1,0.628322599190018
FCGR3B,0.6282069507930189
LOC101928402,0.6280534898094483
SLC25A52,0.6280332691470967
TMOD4,0.6279804517535384
LOC102725263,0.627672066906397
MT1L,0.6266423351270578
LOC102724334,0.625599576479355
LOC284577,0.6244803186196343
LMNTD2,0.6242725064177912
LOC101928054,0.6237278723626577
LOC100653247,0.6234633810099972
POTEI,0.6228236465118296
BTF3P11,0.6226136742799312
LOC100996273,0.622292924715089
KIAA1683,0.6221956500530568
MTMR9LP,0.6221752312184711
TAS2R13,0.6220992976723051
FRMD8P1,0.6218593711633099
MT1JP,0.6217951368734284
LOC102724835,0.6217659052864838
IL1R2,0.62146587394292
SNORA53,0.6211845478826192
CCL20,0.6202197035574941
ASIC1,0.6200466902107767
CD14,0.6195585319316141
MT3,0.6186794224013605
G0S2,0.6182184118264135
TRIM50,0.6169810565581703
REC114,0.6169181740015707
DGCR6,0.6161544626699585
HOPX,0.6155967738415405
GABARAPL3,0.6153066884738988
LOC102724272,0.6151499810602208
LOC728392,0.6148817116650636
IL20RB,0.6145683800795053
PTGDS,0.614348675651756
SNORA67,0.6143130424867951
NAT14,0.6138807914799629
TNFRSF9,0.613675236265951
BEX1,0.6135595254376036
LOC102724914,0.6124822763077983
SCARNA12,0.6120423093538838
C17orf97,0.6118041621383129
ZBED2,0.6117138428960299
SFTA2,0.610195902230299
FKBP1AP1,0.6100561033067637
AQP4-AS1,0.6097208133863284
LOC101928740,0.6089008963416229
ERICH2,0.6088070629711788
ANKDD1B,0.6087646626264428
IL21,0.6083959487594369
TESK1,0.6080549553569699
RPS4Y1,0.6080491662683168
DSCR9,0.6066706461543137
CLEC18A,0.6057921472215644
GLI1,0.6056591107481567
EEF1A1,0.6053388842823383
ZNF578,0.6042980231692495
LOC101928021,0.604252576931464
LOC100288974,0.6042123124955806
S100A8,0.6038249089531488
LOC100233156,0.6034024057500044
IL1B,0.6025755488933866
CD79A,0.6023687507279873
SIRPD,0.6022374935480039
ZNF683,0.6020467799681368
HIST2H2AA3,0.6013874245269323
LOC101060363,0.6013518802793462
KCNQ4,0.6006694469956794
C19orf35,0.6006238456254528
SCARNA2,0.6003547116507157
ADAMTS17,0.6002241279725494
GADD45G,0.5993072006531122
IL13,0.5989058139075734
LOC102724400,0.5983239012430815
CHN1,0.5980574385733046
HILPDA,0.5975170857951717
LINC01501,0.5973620167314198
LOC102724705,0.5971030202833321
CRSP8P,0.5968976012831708
LOC102724005,0.5968528427361451
GZMB,0.5964415923105526
IGLL5,0.5964299980524447
ABCA6,0.595741704735411
LOC101930325,0.5955761301784268
PPT2,0.595409674961061
APOA1,0.5951623370942886
ACOXL,0.5950745103762868
CRLF1,0.5946817576024279
TNKS2-AS1,0.5942987810101426
NUDT4P1,0.594210553218025
HAR1B,0.5938680898410863
POU6F1,0.5929102208002304
NXPH4,0.5925705824417985
MARCH2,0.5923628364550219
CKLF-CMTM1,0.5921631568822139
MEF2BNB-MEF2B,0.5916533056014042
SNORA1,0.5913064181121075
GPR158,0.5906440271830782
SFT2D3,0.5903057968407347
RNU4ATAC,0.5900220255526287
BBOX1-AS1,0.5900123713959631
AR,0.5893264533079503
MAP1LC3A,0.589176304023624
RPS7P5,0.5888525993749661
IGFBP4,0.5882667076579547
NBL1,0.5881138889605273
EHBP1L1,0.5878805669314301
GNRH1,0.5877784703936774
MT1HL1,0.587285932933809
C1QA,0.5871877009911041
LOC101928103,0.586830956916225
TPSAB1,0.5867804792793306
CEBPB-AS1,0.5867531882667931
LOC102724002,0.5862032570063561
LOC102723897,0.5861381098944893
HSP90AB4P,0.5860412202257711
RPL29P2,0.5859877487219508
GeneID:100506454,0.585981533019085
AMH,0.5854592938453013
FBXL22,0.5853963762893095
CCL18,0.5848901592697098
TEKT4P2,0.5848332010696844
NPIPB5,0.5847542159548917
SNORD89,0.5845362671723288
PYGM,0.5838761209340468
LOC391722,0.5830065936698154
IL2RA,0.5827999917847914
LOC102724009,0.5826717313095224
IFIT2,0.5825851655155688
LOC101927163,0.5822718183221735
LOC102725383,0.5821316452835137
LOC102725414,0.5819174858946017
LOC101928066,0.5816930423599649
LOC102724828,0.5815988173747002
IL17C,0.5815684880365494
LOC102725395,0.5806803798787866
HIST1H4K,0.580401399250727
RNU5E-1,0.5803697030444219
LOC101929017,0.5800432495245834
TDH,0.5798544542897798
FAM35DP,0.5796753037523465
ANKK1,0.5795566841907299
TRMT5,0.5795153002472614
HRASLS2,0.5785827873201129
HIST1H2BO,0.5783228458884364
LOC143666,0.5780047156024308
PIN1P1,0.5779438497675646
LOC100505564,0.5778597173772974
LOC101929789,0.5777221815901351
DBH-AS1,0.5775125579332642
HORMAD2-AS1,0.577148178315312
NPR2,0.5766987293639043
MZB1,0.5761333803982457
CCL4,0.5758158034810085
GNMT,0.5756564498295026
CD9,0.5756258319828487
KLF2,0.5748453497938388
NANOS3,0.5735837512979667
LOC101928431,0.5732614523005732
IFITM4P,0.5732146845992504
NUDT3,0.5731972000380309
CPA3,0.5730903620285669
LOC100288778,0.5729356230942169
TMEM238,0.5729088372080423
SULT1A2,0.5727196513043475
LY6H,0.572691949758399
SOX4,0.5725884612853599
PMS2P9,0.5725004397058774
FOXN3-AS1,0.5724286162234692
NUDT8,0.5720829489832514
CPA5,0.5719965487269635
C2CD4D,0.5719066617744706
RNU5A-1,0.5710098704566929
BRICD5,0.5701990641321446
TCN1,0.5696744147299478
METRN,0.5688890709361778
PIN4P1,0.5688564448811562
PODXL2,0.5688351189001621
FGFBP2,0.5686149679936802
GPR35,0.5686093917391688
CYP4F35P,0.5683888113806854
BMP8B,0.5682177021900887
LOC101930508,0.5678562587373618
SMIM2-IT1,0.5677972615862593
MKRN9P,0.5677355439418618
SNORD13,0.567231365873339
LINC-ROR,0.5669359525576845
MIOX,0.5668426167461671
MIR1307,0.5668109072968488
DPCD,0.5663083500785561
SPP1,0.5663026669340091
FSTL3,0.5660015747304903
CHGB,0.5658385891825982
WNT10A,0.5655975776924453
SERINC2,0.56492755689592
CENPV,0.5646395033848839
SLC17A3,0.5646165655399904
LOC100133286,0.5645197505997042
TTC7B,0.5642941208694512
ENTPD3-AS1,0.5642288148414253
RPL13AP3,0.5639782570305719
OXCT2,0.5636871685046758
ANKRD19P,0.5635854550683781
PAGE5,0.5632317937777997
H2AFB2,0.5631955835958325
LOC102725153,0.5630504893588529
PXDC1,0.5629497724593029
RGMA,0.5628963321711568
ANXA3,0.562449488309643
TAS2R14,0.5618919508299479
LOC102724646,0.5615722171934087
FAM229A,0.5613013691943841
CHRNA10,0.5610324423782115
LINC01353,0.5609394915600082
KLRD1,0.5601049688905727
YWHAEP1,0.5600427716599092
LOC100289656,0.559790312057759
HIF1A-AS1,0.5593576751116832
LOC101927019,0.5591719654989689
PYCARDOS,0.5591038651951454
SYNE4,0.5590934079443187
LOC102724192,0.5590474007703287
ZFPM1,0.5582048258758672
LOC407835,0.5580823223276478
CXCL13,0.5579889860431656
C17orf96,0.5578866676849409
VCAN,0.5575066329334579
FBXO2,0.5565503161629418
PDXK,0.5564274834312499
SRSF12,0.5556923926161136
IL10,0.555426141361584
ZNF446,0.5550635315777608
LINC01089,0.5549958020783086
LOC101927187,0.554737989933978
FLJ45079,0.5532096837725836
LIN7B,0.5530644173764316
ARSJ,0.5529010676456749
CRX,0.5525385761030416
CLDND2,0.5524266622357814
PDCL3P4,0.5515955997765245
CCL3L1,0.5512628047451942
RAD9B,0.5505058378910488
PDE9A,0.5502609613328834
C19orf81,0.5495924360509268
LOC441124,0.549525240055723
RBP5,0.5493666549719508
LOC101927278,0.5492753008827748
WNT6,0.5492397083927831
LOC390956,0.5490143851436942
FAM86FP,0.5479633760987311
MXRA7,0.5479157712497845
S100A12,0.5477393544486596
RGPD3,0.5472213379042464
RAB36,0.5467874948980346
LOC102724984,0.5463417530444098
ECI1,0.5457850054158627
LINC01061,0.5457775467616095
MT1A,0.5453816752581283
CDC14C,0.5452037444968091
SYP-AS1,0.5446533421634718
SCARNA5,0.544397595456245
FITM1,0.5443556009152724
VIT,0.5442899879331177
SCGB3A1,0.543900509494287
RPL23AP32,0.5438273839398966
LOC100996756,0.5435441130485059
LOC101929531,0.5431506408952482
ANKRD37,0.5431500336084975
LOC440292,0.5429203155708656
ZBED8,0.5424712743150805
DRD4,0.5423228683788566
CLECL1,0.5422385818020777
TCEA2,0.5421805192293395
EPB41L1,0.5419200991573266
LOC101930071,0.5419089073922289
ADIRF,0.5418290931702133
LOC440311,0.5417836232841898
HOXB-AS1,0.5416997552812228
LINC01170,0.5416782661273869
HPX,0.5414997720650395
PPP1R14B,0.5413475516680324
H2BFXP,0.5410643337486948
PRPS1L1,0.5409251714357255
LOC101927486,0.5397222385426595
BOLA2B,0.5393737827022212
CTLA4,0.5393131022695407
S100A5,0.539188844967994
IZUMO4,0.5390015717337856
CCDC61,0.5374422442867975
LOC101929719,0.5373731242709532
RPSAP52,0.5368459648447792
HLA-DRB6,0.5366613000112179
NPIPA1,0.5365297339852467
C17orf67,0.5365134744027538
DDTL,0.5362097761634116
LOC102725436,0.5360363040408778
LOC102723407,0.5355740140962568
LOC101927507,0.5355228998487965
SLX1A-SULT1A3,0.5353472596558063
FLJ42351,0.5343038142632731
GPR97,0.5337552148715982
NACA2,0.5337458293589159
KLRC1,0.5336815033138711
EGR2,0.5334588929906411
TAS2R43,0.5333715160621254
LOC284412,0.5333204249899384
LOC642131,0.5332045145704626
NPIPA5,0.533123309832055
LOC101927322,0.5330363188427828
ANP32C,0.5328947302205986
C10orf10,0.5321500935577266
MYBL1,0.5316224171810707
DBNDD1,0.531565210201582
MT1IP,0.5314231741547355
PDXP,0.5313735828538
MIR4674HG,0.5312879232603251
LOC100996740,0.531071169186744
RPL31P11,0.5309701032392017
BCRP3,0.5309129851770877
SHB,0.5306513642475511
CXCR6,0.5304096059460434
WDR17,0.5303304207671576
IGFBP2,0.5298479016468194
SMARCD3,0.5296025067192779
HES7,0.5288923605385084
LOC101930085,0.5284429792210614
MAGEH1,0.5282574942666077
LIMS3L,0.5272236372886385
RN7SL1,0.527127156734437
APOC1,0.5270542066499723
CHSY3,0.5269542209539401
RFNG,0.5268703207893696
HOXB-AS3,0.5260853553674069
RPA4,0.5257983934590351
CACNA1C,0.5251414123009219
LOC102724733,0.5249186468452509
DNAJC12,0.5245669786281679
CAPN3,0.52385513024723
CEBPD,0.5236552293269147
OSBPL6,0.5236282003368539
LOC102723885,0.5235632007899919
UNC5B,0.5234788503629706
RTEL1,0.5233373809279057
LIN28A,0.5228071065558273
WASH3P,0.522538153726593
OSTCP2,0.5224662772721318
PM20D1,0.522331082187563
CXCL1,0.5218808939922367
SKP1P2,0.5216639124226063
CALY,0.5216523796499171
LOC102723757,0.5215710907237823
CLEC18B,0.5215512801218769
LOC101927632,0.5213079979279149
GEM,0.5212796276097968
B4GALNT4,0.5211585107942515
APOE,0.5203669021092806
GUCY2D,0.5200804661377211
LYZ,0.5199788789830141
MT1H,0.519917787070993
LRRC34,0.5196412426844081
KCNQ2,0.5194913123827652
LOC102723927,0.5192989060620249
IGBP1P1,0.5192883759746252
NLGN2,0.5189471328467653
GeneID:101928965,0.5189323139149289
KCNK12,0.5185722080065411
SAP25,0.5178896460764599
MS4A7,0.517417655624627
CGA,0.5170753837984159
LOC100129534,0.5169611112559014
C14orf183,0.5159197313004718
CDYL,0.5155812535975591
LOC100996717,0.5155800484833526
C7orf55,0.5153343915333345
MYC,0.5152709054737021
LINC01356,0.5150309950455088
GTF2H2C_2,0.5144812160797242
NT5M,0.5142984904016759
NACC2,0.5131118525634599
SCGB1A1,0.5130926237082084
IL21-AS1,0.5130192687659098
LOC102724362,0.5128559143055055
MFI2,0.5124605536039643
LOC100506860,0.5124321449757007
NCR3,0.5116399294769437
HBB,0.5113317305049526
SUSD2,0.511140762470045
LOC100996693,0.5109628161008888
LYL1,0.5107153543173495
LOC102724149,0.5105938927104946
LOC644936,0.5105890244842277
CCDC102A,0.5101984837665479
HLA-DRB5,0.5100449196766598
LOC101929289,0.5097674549006534
TENC1,0.5091655400835288
BLACAT1,0.5088678480236641
KIAA0101,0.5084470238454151
PPP1R2P3,0.5082952995884404
MEX3B,0.5081639288969149
RPL13AP6,0.5081511787129354
CDC42P3,0.5078721947741224
GP1BA,0.5078369087652947
NAALADL1,0.5076431899673475
RNU4-1,0.5074632850511231
SLC25A30-AS1,0.5070061877865939
ATP5L2,0.5069946999455568
PDE7B,0.5069758887181877
LOC101930543,0.506964700736808
KLHL17,0.5068908089795077
LOC101930129,0.5067469591128095
HES6,0.5066634278607511
CISH,0.506403467983449
ACTA1,0.5059009509671607
ELK2AP,0.5056149884333252
LOC100335030,0.5052769226827178
FXYD2,0.5051145510430833
LOC101060400,0.5048296947738197
PRR4,0.5045700385398929
LOC730257,0.504531466371918
LOC102724486,0.5041058018723229
PRR5,0.5036668863190683
CAPN10,0.5036511205117838
TMEM88,0.5033628201131435
LOC100996351,0.5032428942228618
UNQ6494,0.5028088383825083
LOC100499484,0.5026910786708241
SLFNL1,0.5025537017998208
METTL8,0.5023792194245612
NCF1C,0.5020262127172096
SPTBN5,0.5019674511025572
DPH3P1,0.5019414735131562
FXYD5,0.5018527807966803
TAS2R20,0.5017707053301509
LOC101928572,0.501607063307173
TNFRSF18,0.5013295228568052
ZNF286B,0.5012911635229721
CPNE7,0.5011609497032475
MAP2K4P1,0.5011445652580581
RNVU1-6,0.5011199777120844
HSPA7,0.5010356126231554
LOC553103,0.5004914586272525
RPL13AP20,0.5002003114537262
BREA2,0.5000414818471737
DNLZ,0.49993635928089136
NMB,0.4994867499944304
LOC101926889,0.49947905202000903
MT1G,0.4993389712094773
WASH7P,0.49880177689000654
RPL23P8,0.4986568803522962
RNU2-2P,0.49856452925340766
RASA4B,0.4984679682951971
LOC102724017,0.4981701324540457
LOC101929336,0.4972945578624027
LOC102725214,0.49670725150779654
SNORA2B,0.4963868982874226
C10orf131,0.49617335469862717
TAF10,0.4961537701738767
LOC100507424,0.4951650780196613
SERPINH1,0.49462561157748713
CALD1,0.49460656528663266
LOC102723795,0.4945201650303448
FAM86C2P,0.4942901301063243
LOC285074,0.4941534470746229
TBC1D3P2,0.49391236416679135
PTCH2,0.4934832039846607
CYB5D2,0.4930579495455119
CYGB,0.49264400653154494
ZCCHC24,0.4923815654811158
DERL3,0.4921995662769377
SPATA33,0.49216289590025974
C12orf60,0.4921311121954743
LGALS12,0.49199705884783423
PVT1,0.49183128990233405
LOC102724105,0.49171382815844805
LOC102724971,0.49155874632464763
GAPDHS,0.4913235598684695
TMEM183B,0.49131550811640823
LOC101928605,0.490918603184928
LINC00384,0.49074864471759055
IL2,0.49072663672141376
CD200,0.4906141463101121
RAB24,0.4903897581123521
LOC102724850,0.4903669025633267
USP12-AS2,0.4901674079197397
LOC100129138,0.4900900602089436
LOC441454,0.49007455926192434
ZNF331,0.49007259835003253
NTN5,0.48993260172722797
ARHGAP44,0.48992920300246806
SYCE1L,0.48990956550566456
LOC102725367,0.48927990752169254
DLK2,0.4890814723191661
LOC100499484-C9ORF174,0.48868739287915763
LOC100996732,0.4883161812852582
HHIPL1,0.48820964786509913
