w_clone,w_ident,val_auroc_expanded,val_auprc_expanded,val_acc_clone,val_acc_ident
0.3,1.0,0.8095035454318861,0.8422604652161504,0.5362767154105736,0.5669994375703037
1.0,1.0,0.7995012199207396,0.8228153707242823,0.4951490438695163,0.5653824521934758
0.0,0.5,0.787626264184788,0.8074053567192969,0.4142997750281215,0.5674212598425197
0.5,0.5,0.7818007742320574,0.8013264250706011,0.5081552305961755,0.5676321709786277
0.0,0.0,0.7773296394023756,0.7980466985189969,0.4142997750281215,0.031214848143982003
0.5,0.0,0.7698566153418597,0.7856393978053289,0.5088582677165354,0.031214848143982003
