gene,attribution
ARL16,0.0137126174997939
LOC101929910,0.013653036562377067
LOC100996756,0.013619252467922546
HLA-DQB1,0.013590623268109468
UBE2S,0.013417041728134585
LOC646513,0.013347926536161231
LINC00623,0.012931157071860457
NMT1,0.012923663189122803
KLRC3,0.012893742485133886
GRAMD1A,0.01286872958865008
CSF1,0.0128344535258601
UBALD2,0.012673244304277428
MAGEH1,0.01257925589007325
BLOC1S4,0.01239554028939376
MRPS24,0.012209860015274625
NACAP1,0.012149487085435819
PTPRA,0.012127755720065123
SRM,0.012054436059829048
TXNL4A,0.011990285645444071
IFI6,0.011890710423702301
FXYD1,0.011847444339144675
METTL8,0.011825380703097984
MYC,0.011794201003870351
CD70,0.01153108399072928
LOC101928152,0.011245219578606117
GADD45G,0.011117062368541337
ASB2,0.011091850183922185
TMEM259,0.01101786744002629
MIB2,0.010940888190947878
SLC2A4RG,0.010935379282184148
METRNL,0.010911290410114646
LOC101928173,0.0108819576003977
CBWD5,0.01081062406698715
MIR155HG,0.010810252331466538
HIST1H1E,0.010744181637666132
MT1F,0.010719512298349394
SSBP4,0.010708982606318723
LTA,0.010677465265678551
FAM159A,0.01066850151193023
TIFA,0.010393660851564242
C1orf228,0.010322265339447526
LOC554223,0.010312331801020688
TMEM191A,0.010263723941621124
TPGS1,0.010247334742535365
MIF-AS1,0.010245974199361067
CFAP20,0.01024527217485909
P4HTM,0.010165748464056877
PRR5,0.010103143367799258
IER3,0.010091340901736221
HLA-DRB1,0.010066945338809374
CD83,0.01006521336772631
SMIM3,0.009899984917484903
EDARADD,0.009810381891648965
NACA2,0.009708542728016141
CD81,0.009634010495140979
LAIR2,0.009573467706290457
MTRNR2L2,0.009555730171740428
SGK1,0.009539414524448227
SNF8,0.009468632728447068
HNRNPA1L2,0.009332437013029335
LMO4,0.009253822525246234
SMIM4,0.009233279116176923
SNORD3A,0.009208165529929922
HSPA6,0.009179106006086683
PPP1R14B,0.009086295911526918
LOC100653296,0.009049672578214882
SNURF,0.009002541582683852
RPL39L,0.008984651481896117
TUBB2A,0.008867502751999842
NCF1C,0.008770191187631263
DDAH2,0.008623743890851365
MAP1LC3A,0.008586478923570348
LOC101930154,0.008571929672175115
LOC101930071,0.00855257925759038
LOC102725018,0.008468068618375646
ANXA2P2,0.008411109658096367
CD9,0.008395421228585585
RBM38,0.00832311102109969
CCL20,0.008282081442782044
LOC102724850,0.008185745324812704
FAM89B,0.008183188464391639
PVT1,0.008158485072535995
ALKBH6,0.008091178580940299
ARL4D,0.008075663651900374
FANK1,0.008010837976860547
PHLDA2,0.00797885508924828
MZB1,0.007927923332284354
RNU4ATAC,0.007924670033102831
LOC102724614,0.007863151928103131
EHBP1L1,0.00780929157335001
GEM,0.0077778701882066465
MS4A6A,0.007626534808953869
TAF10,0.007618756570934872
LOC101059954,0.007578950274397824
PGLYRP2,0.0075676910942703846
CCL3L1,0.007461392383796846
MYBL1,0.007457804692064228
OTUD5,0.007431210953365603
LMNA,0.00739665083459229
NBL1,0.007372765524892398
CH25H,0.007330936147462974
LOC730257,0.007328644506649448
TCEA2,0.007264010450233419
IGFBP4,0.0072440880277271965
BMS1P20,0.0071546477220911404
BAG3,0.007034144751987619
LOC100996747,0.007029327328787003
LOC100507316,0.007021271966674428
IL2RA,0.007008717357317902
NMB,0.006992083445388144
STMN1,0.00699128798147874
IL2,0.006927196609169128
MAP2K2,0.006900446139002133
CPA5,0.006884186929707843
GIPC1,0.0068836845783179015
ZNF414,0.006814938618477468
RNU4-2,0.0067865352080682855
TNFRSF9,0.0067697566479036205
GTPBP6,0.006658474944232158
CRTAM,0.0066374213909394875
PDXK,0.006624369732571376
RPL23P8,0.006540494923807847
TMEM191B,0.006484939627324897
RPSAP9,0.006393328188046676
RGS16,0.006328874789850406
EIF5AL1,0.006242887192312749
S100B,0.006226305300271132
LOC102724828,0.006216741515439336
GLI4,0.006214124567709264
OSM,0.006163494270353794
NFKBID,0.006104414154581509
RPS26P11,0.006097830697597569
LIN7B,0.006054656654568616
TRMT5,0.006013113137224427
TSC22D1,0.006008365103127043
KLRC1,0.005959473594198238
RNU2-2P,0.005935070674452363
MMP23B,0.005926439112860496
IGJ,0.0059250469367038245
CBWD1,0.005768845794619323
STX1A,0.005760887502981026
LINC01480,0.005749230073593678
BRI3,0.005700085654611825
PPP1R35,0.005672809110454304
NPIPB11,0.005667771769725754
RMRP,0.005560763419047668
KRT18,0.005547252216295362
UBXN11,0.005542742674677823
PIN4P1,0.005505533689519505
LOC390956,0.005475581786022266
PAM16,0.005429573252258575
IL10,0.005347962736876513
CD200,0.0053259126015719254
FAM24B,0.0052176779271738815
LOC100996717,0.00505370833175978
NDUFC2,0.005015648096406329
ANKRD37,0.004906660623307578
MT1DP,0.004882191391500683
PDE7B,0.0047994391424229805
DYNLL2,0.004776365737700431
PDCL3P4,0.004744352798812647
KIR2DL4,0.004742549298737942
CYB5D2,0.00473885092309031
TSR3,0.004662614012524226
SERPINH1,0.004659115501437744
CRIP2,0.004649385557712089
LOC101929786,0.004631090944576423
ZBED2,0.004598402573676438
IL22,0.004593297498297554
KRT86,0.004592842924662129
LOC102724017,0.004527201523052753
WASH1,0.004521334827533769
SPSB1,0.004478794370415791
CLECL1,0.004442930027568165
LOC101930279,0.004386344621691551
RNU5A-1,0.00438187118797735
NAALADL1,0.00437516201843842
AARSD1,0.004365797262627491
LOC102724428,0.004321374248995694
CEBPD,0.004236993644605691
SKP1P2,0.004201838562030519
SPATA33,0.0041619752944864466
GNG8,0.0041320011902820615
BEX5,0.004128756958259903
HIST2H2AC,0.004115866835832256
HLA-J,0.004097614485608113
HLA-DRB6,0.004022351213182447
EGR2,0.003998334494565869
MEF2BNB,0.003993399038483165
SAP25,0.003982565247201851
LOC613037,0.003917332501000846
ANKRD42,0.003914564733400014
FBXO2,0.003830234923069568
RPS10P7,0.0038290886478845564
SPON2,0.0038228624072922384
MARCH2,0.0037972453131086582
MT1L,0.003790011491937577
LOC100653061,0.003742676547674612
IZUMO4,0.003735411975249407
TYROBP,0.0037285069313276044
NUDT8,0.0037066063815204176
SAMSN1-AS1,0.0036977536176823764
ZNF296,0.0036607976077021364
LOC101929796,0.0036490578127028545
MXRA7,0.003577660252149901
RNF220,0.0035614423159590495
ID1,0.0035358648067087954
AIM1L,0.0035086521585198554
GLRX5,0.003506016252708704
HAR1A,0.0034872194944123593
EGR4,0.0034668415675832218
HRAS,0.0034533698952624436
PCSK1N,0.003442329959242411
RASD1,0.0034239072031410486
CD79A,0.0033330937591036403
SMARCD3,0.0033123995904388625
LOC101930085,0.0032827073321236937
GeneID:100288102,0.003250212085199882
LOC606724,0.0032144105640970304
NPIPB4,0.00320706736405188
CENPV,0.0032045708777670837
AGER,0.0031978835846957873
SYCE1L,0.003184294564922318
HLA-DRB3,0.0031784136003244388
TMEM161B-AS1,0.003150721195205103
IFI30,0.0031464492056804466
LOC391722,0.00313386335547737
PIPSL,0.003124635442828121
TMEM244,0.003100997458594456
LOC100996720,0.0030963145398279243
MMP23A,0.0030855028208512146
CHPT1,0.003045263307069891
IER5L,0.003028095094611201
MRGBP,0.002989021216970491
LOC101929561,0.002981295210438249
FMO5,0.002971939458719363
LOC100288778,0.002960562690289744
LOC285074,0.002936399572914395
CAPN10,0.00291301975296118
RNVU1-6,0.0029127033738318145
DNLZ,0.002904644361484384
NUDT3,0.0028883801925264374
LINC01353,0.0028698059731559664
FXYD2,0.002845718369407978
HES4,0.002818183842488707
KLRC4-KLRK1,0.00281041895129042
IGFL2,0.002803702533012299
FCER1G,0.002780315553116256
RFNG,0.0027642354699869342
HIST1H2BJ,0.002702196237727733
LINC01260,0.0026968484492127832
